ID,Breed,Image,Path,Width,Height,Xmin,Xmax,Ymin,Ymax
n02106166_324,border_collie,<PIL.Image.Image image mode=RGB size=499x340 at 0x1E9BD8DFCD0>,images/Images\n02106166-Border_collie\n02106166_324.jpg,500,375,0,499,34,374
n02106166_3253,border_collie,<PIL.Image.Image image mode=RGB size=320x428 at 0x1E9BD81E310>,images/Images\n02106166-Border_collie\n02106166_3253.jpg,375,500,0,320,70,498
n02106166_3296,border_collie,<PIL.Image.Image image mode=RGB size=236x229 at 0x1E9BD8DFA90>,images/Images\n02106166-Border_collie\n02106166_3296.jpg,500,375,107,343,94,323
n02106166_331,border_collie,<PIL.Image.Image image mode=RGB size=362x373 at 0x1E9BD8DE110>,images/Images\n02106166-Border_collie\n02106166_331.jpg,500,375,56,418,0,373
n02106166_3395,border_collie,<PIL.Image.Image image mode=RGB size=94x228 at 0x1E9BD8DD5D0>,images/Images\n02106166-Border_collie\n02106166_3395.jpg,500,334,263,357,79,307
n02106166_340,border_collie,<PIL.Image.Image image mode=RGB size=174x237 at 0x1E9BD89EB50>,images/Images\n02106166-Border_collie\n02106166_340.jpg,374,500,7,181,240,477
n02106166_3416,border_collie,<PIL.Image.Image image mode=RGB size=468x374 at 0x1E9BD8DED50>,images/Images\n02106166-Border_collie\n02106166_3416.jpg,500,375,0,468,0,374
n02106166_3429,border_collie,<PIL.Image.Image image mode=RGB size=123x171 at 0x1E9BD8D6F50>,images/Images\n02106166-Border_collie\n02106166_3429.jpg,250,250,41,164,61,232
n02106166_3434,border_collie,<PIL.Image.Image image mode=RGB size=297x221 at 0x1E9BD8DE710>,images/Images\n02106166-Border_collie\n02106166_3434.jpg,800,600,79,376,235,456
n02106166_3447,border_collie,<PIL.Image.Image image mode=RGB size=157x260 at 0x1E9BD8C7390>,images/Images\n02106166-Border_collie\n02106166_3447.jpg,500,375,0,157,114,374
n02106166_346,border_collie,<PIL.Image.Image image mode=RGB size=250x188 at 0x1E9BD8BF590>,images/Images\n02106166-Border_collie\n02106166_346.jpg,307,232,31,281,9,197
n02106166_3473,border_collie,<PIL.Image.Image image mode=RGB size=447x400 at 0x1E9BD8AF7D0>,images/Images\n02106166-Border_collie\n02106166_3473.jpg,449,500,0,447,98,498
n02106166_3515,border_collie,<PIL.Image.Image image mode=RGB size=264x352 at 0x1E9BD8A7990>,images/Images\n02106166-Border_collie\n02106166_3515.jpg,500,375,100,364,13,365
n02106166_355,border_collie,<PIL.Image.Image image mode=RGB size=498x374 at 0x1E9BD8A7B90>,images/Images\n02106166-Border_collie\n02106166_355.jpg,500,375,0,498,0,374
n02106166_361,border_collie,<PIL.Image.Image image mode=RGB size=492x208 at 0x1E9BD8E1910>,images/Images\n02106166-Border_collie\n02106166_361.jpg,500,333,0,492,57,265
n02106166_3850,border_collie,<PIL.Image.Image image mode=RGB size=414x458 at 0x1E9BD8D7F90>,images/Images\n02106166-Border_collie\n02106166_3850.jpg,417,500,1,415,40,498
n02106166_3865,border_collie,<PIL.Image.Image image mode=RGB size=443x331 at 0x1E9BD8DFD90>,images/Images\n02106166-Border_collie\n02106166_3865.jpg,500,332,56,499,0,331
n02106166_3882,border_collie,<PIL.Image.Image image mode=RGB size=331x498 at 0x1E9BD8900D0>,images/Images\n02106166-Border_collie\n02106166_3882.jpg,333,500,0,331,0,498
n02106166_3996,border_collie,<PIL.Image.Image image mode=RGB size=101x224 at 0x1E9998082D0>,images/Images\n02106166-Border_collie\n02106166_3996.jpg,375,500,122,223,143,367
n02106166_401,border_collie,<PIL.Image.Image image mode=RGB size=358x302 at 0x1E9BD8E2310>,images/Images\n02106166-Border_collie\n02106166_401.jpg,500,375,1,359,36,338
n02106166_402,border_collie,<PIL.Image.Image image mode=RGB size=227x262 at 0x1E9BD880A10>,images/Images\n02106166-Border_collie\n02106166_402.jpg,400,300,77,304,37,299
n02106166_4107,border_collie,<PIL.Image.Image image mode=RGB size=239x312 at 0x1E99B308D10>,images/Images\n02106166-Border_collie\n02106166_4107.jpg,500,335,150,389,0,312
n02106166_416,border_collie,<PIL.Image.Image image mode=RGB size=387x235 at 0x1E9BD860BD0>,images/Images\n02106166-Border_collie\n02106166_416.jpg,500,282,0,387,24,259
n02106166_4412,border_collie,<PIL.Image.Image image mode=RGB size=349x237 at 0x1E9BD890FD0>,images/Images\n02106166-Border_collie\n02106166_4412.jpg,500,333,71,420,43,280
n02106166_4450,border_collie,<PIL.Image.Image image mode=RGB size=399x373 at 0x1E9BD8011D0>,images/Images\n02106166-Border_collie\n02106166_4450.jpg,500,375,22,421,1,374
n02106166_459,border_collie,<PIL.Image.Image image mode=RGB size=233x225 at 0x1E9BD8013D0>,images/Images\n02106166-Border_collie\n02106166_459.jpg,500,375,8,241,6,231
n02106166_4625,border_collie,<PIL.Image.Image image mode=RGB size=394x302 at 0x1E9998417D0>,images/Images\n02106166-Border_collie\n02106166_4625.jpg,500,392,22,416,67,369
n02106166_470,border_collie,<PIL.Image.Image image mode=RGB size=318x359 at 0x1E9BD8E3350>,images/Images\n02106166-Border_collie\n02106166_470.jpg,500,375,120,438,4,363
n02106166_4733,border_collie,<PIL.Image.Image image mode=RGB size=341x168 at 0x1E9BD8619D0>,images/Images\n02106166-Border_collie\n02106166_4733.jpg,360,235,14,355,37,205
n02106166_4753,border_collie,<PIL.Image.Image image mode=RGB size=436x374 at 0x1E9BD801BD0>,images/Images\n02106166-Border_collie\n02106166_4753.jpg,500,375,48,484,0,374
n02106166_476,border_collie,<PIL.Image.Image image mode=RGB size=301x192 at 0x1E9BD801DD0>,images/Images\n02106166-Border_collie\n02106166_476.jpg,375,500,40,341,180,372
n02106166_4957,border_collie,<PIL.Image.Image image mode=RGB size=190x405 at 0x1E9BD8E3B50>,images/Images\n02106166-Border_collie\n02106166_4957.jpg,323,500,0,190,47,452
n02106166_4966,border_collie,<PIL.Image.Image image mode=RGB size=344x319 at 0x1E9BD8021D0>,images/Images\n02106166-Border_collie\n02106166_4966.jpg,500,338,76,420,11,330
n02106166_5,border_collie,<PIL.Image.Image image mode=RGB size=237x238 at 0x1E9BD87A3D0>,images/Images\n02106166-Border_collie\n02106166_5.jpg,500,333,93,330,94,332
n02106166_5047,border_collie,<PIL.Image.Image image mode=RGB size=281x351 at 0x1E9BD8E3B10>,images/Images\n02106166-Border_collie\n02106166_5047.jpg,360,352,60,341,0,351
n02106166_5057,border_collie,<PIL.Image.Image image mode=RGB size=172x273 at 0x1E9BD8E3D10>,images/Images\n02106166-Border_collie\n02106166_5057.jpg,500,410,165,337,87,360
n02106166_5073,border_collie,<PIL.Image.Image image mode=RGB size=294x402 at 0x1E9BD8E1FD0>,images/Images\n02106166-Border_collie\n02106166_5073.jpg,375,500,56,350,61,463
n02106166_5097,border_collie,<PIL.Image.Image image mode=RGB size=497x321 at 0x1E9BD8D4C90>,images/Images\n02106166-Border_collie\n02106166_5097.jpg,500,334,2,499,12,333
n02106166_549,border_collie,<PIL.Image.Image image mode=RGB size=334x394 at 0x1E9DA354990>,images/Images\n02106166-Border_collie\n02106166_549.jpg,439,428,50,384,20,414
n02106166_5607,border_collie,<PIL.Image.Image image mode=RGB size=322x283 at 0x1E9BD835F50>,images/Images\n02106166-Border_collie\n02106166_5607.jpg,500,333,106,428,46,329
n02106166_5818,border_collie,<PIL.Image.Image image mode=RGB size=285x217 at 0x1E9BD843210>,images/Images\n02106166-Border_collie\n02106166_5818.jpg,350,263,0,285,41,258
n02106166_5869,border_collie,<PIL.Image.Image image mode=RGB size=324x211 at 0x1E9BD834150>,images/Images\n02106166-Border_collie\n02106166_5869.jpg,360,250,31,355,10,221
n02106166_59,border_collie,<PIL.Image.Image image mode=RGB size=243x340 at 0x1E9BD8A4290>,images/Images\n02106166-Border_collie\n02106166_59.jpg,300,388,20,263,21,361
n02106166_6084,border_collie,<PIL.Image.Image image mode=RGB size=315x339 at 0x1E9BD85BC10>,images/Images\n02106166-Border_collie\n02106166_6084.jpg,500,375,101,416,15,354
n02106166_615,border_collie,<PIL.Image.Image image mode=RGB size=280x230 at 0x1E9BD843610>,images/Images\n02106166-Border_collie\n02106166_615.jpg,386,325,37,317,63,293
n02106166_6415,border_collie,<PIL.Image.Image image mode=RGB size=216x173 at 0x1E9BD863010>,images/Images\n02106166-Border_collie\n02106166_6415.jpg,500,304,42,258,80,253
n02106166_6437,border_collie,<PIL.Image.Image image mode=RGB size=215x351 at 0x1E9BD8BC050>,images/Images\n02106166-Border_collie\n02106166_6437.jpg,244,360,28,243,8,359
n02106166_6512,border_collie,<PIL.Image.Image image mode=RGB size=303x244 at 0x1E9BD8DC9D0>,images/Images\n02106166-Border_collie\n02106166_6512.jpg,500,281,0,303,34,278
n02106166_654,border_collie,<PIL.Image.Image image mode=RGB size=333x290 at 0x1E9BD863E10>,images/Images\n02106166-Border_collie\n02106166_654.jpg,500,375,124,457,65,355
n02106166_6545,border_collie,<PIL.Image.Image image mode=RGB size=369x297 at 0x1E9BD836350>,images/Images\n02106166-Border_collie\n02106166_6545.jpg,500,375,130,499,77,374
n02106166_6569,border_collie,<PIL.Image.Image image mode=RGB size=86x97 at 0x1E9BD883A10>,images/Images\n02106166-Border_collie\n02106166_6569.jpg,240,134,150,236,5,102
n02106166_6659,border_collie,<PIL.Image.Image image mode=RGB size=151x187 at 0x1E9DA356210>,images/Images\n02106166-Border_collie\n02106166_6659.jpg,288,216,63,214,21,208
n02106166_6698,border_collie,<PIL.Image.Image image mode=RGB size=297x236 at 0x1E9DA356110>,images/Images\n02106166-Border_collie\n02106166_6698.jpg,340,256,5,302,16,252
n02106166_6710,border_collie,<PIL.Image.Image image mode=RGB size=394x373 at 0x1E9BD8DCD90>,images/Images\n02106166-Border_collie\n02106166_6710.jpg,500,375,0,394,0,373
n02106166_678,border_collie,<PIL.Image.Image image mode=RGB size=324x431 at 0x1E99B304A90>,images/Images\n02106166-Border_collie\n02106166_678.jpg,375,500,22,346,0,431
n02106166_6824,border_collie,<PIL.Image.Image image mode=RGB size=205x254 at 0x1E9BD8C5D50>,images/Images\n02106166-Border_collie\n02106166_6824.jpg,500,333,248,453,77,331
n02106166_6833,border_collie,<PIL.Image.Image image mode=RGB size=239x226 at 0x1E9BD8BCF90>,images/Images\n02106166-Border_collie\n02106166_6833.jpg,315,248,33,272,10,236
n02106166_685,border_collie,<PIL.Image.Image image mode=RGB size=426x217 at 0x1E99B3951D0>,images/Images\n02106166-Border_collie\n02106166_685.jpg,500,315,38,464,34,251
n02106166_6879,border_collie,<PIL.Image.Image image mode=RGB size=412x317 at 0x1E9BD8DD3D0>,images/Images\n02106166-Border_collie\n02106166_6879.jpg,650,519,87,499,114,431
n02106166_7,border_collie,<PIL.Image.Image image mode=RGB size=286x337 at 0x1E9DA356F50>,images/Images\n02106166-Border_collie\n02106166_7.jpg,500,374,213,499,36,373
n02106166_7074,border_collie,<PIL.Image.Image image mode=RGB size=189x337 at 0x1E9998557D0>,images/Images\n02106166-Border_collie\n02106166_7074.jpg,335,500,82,271,118,455
n02106166_7105,border_collie,<PIL.Image.Image image mode=RGB size=308x300 at 0x1E99B3659D0>,images/Images\n02106166-Border_collie\n02106166_7105.jpg,500,375,103,411,74,374
n02106166_7282,border_collie,<PIL.Image.Image image mode=RGB size=242x277 at 0x1E9BD8DDCD0>,images/Images\n02106166-Border_collie\n02106166_7282.jpg,500,333,94,336,34,311
n02106166_731,border_collie,<PIL.Image.Image image mode=RGB size=269x350 at 0x1E99B385DD0>,images/Images\n02106166-Border_collie\n02106166_731.jpg,375,500,41,310,70,420
n02106166_7329,border_collie,<PIL.Image.Image image mode=RGB size=301x474 at 0x1E9DA357B10>,images/Images\n02106166-Border_collie\n02106166_7329.jpg,383,500,50,351,7,481
n02106166_739,border_collie,<PIL.Image.Image image mode=RGB size=343x375 at 0x1E9DA357D10>,images/Images\n02106166-Border_collie\n02106166_739.jpg,375,500,0,343,113,488
n02106166_7447,border_collie,<PIL.Image.Image image mode=RGB size=453x374 at 0x1E9BD89E3D0>,images/Images\n02106166-Border_collie\n02106166_7447.jpg,500,375,46,499,0,374
n02106166_7454,border_collie,<PIL.Image.Image image mode=RGB size=209x280 at 0x1E9DA357AD0>,images/Images\n02106166-Border_collie\n02106166_7454.jpg,500,375,128,337,80,360
n02106166_75,border_collie,<PIL.Image.Image image mode=RGB size=117x176 at 0x1E9DA357CD0>,images/Images\n02106166-Border_collie\n02106166_75.jpg,500,375,168,285,139,315
n02106166_7543,border_collie,<PIL.Image.Image image mode=RGB size=292x446 at 0x1E9DA3555D0>,images/Images\n02106166-Border_collie\n02106166_7543.jpg,319,480,25,317,32,478
n02106166_76,border_collie,<PIL.Image.Image image mode=RGB size=270x494 at 0x1E999856C10>,images/Images\n02106166-Border_collie\n02106166_76.jpg,332,500,38,308,3,497
n02106166_7803,border_collie,<PIL.Image.Image image mode=RGB size=368x266 at 0x1E9DA3562D0>,images/Images\n02106166-Border_collie\n02106166_7803.jpg,500,375,74,442,108,374
n02106166_7804,border_collie,<PIL.Image.Image image mode=RGB size=201x294 at 0x1E9BD8BF110>,images/Images\n02106166-Border_collie\n02106166_7804.jpg,404,500,66,267,166,460
n02106166_8037,border_collie,<PIL.Image.Image image mode=RGB size=423x488 at 0x1E9BD837210>,images/Images\n02106166-Border_collie\n02106166_8037.jpg,428,600,0,423,49,537
n02106166_8068,border_collie,<PIL.Image.Image image mode=RGB size=253x281 at 0x1E99B387410>,images/Images\n02106166-Border_collie\n02106166_8068.jpg,283,320,4,257,35,316
n02106166_855,border_collie,<PIL.Image.Image image mode=RGB size=375x387 at 0x1E99B36F5D0>,images/Images\n02106166-Border_collie\n02106166_855.jpg,500,440,68,443,45,432
n02106166_884,border_collie,<PIL.Image.Image image mode=RGB size=310x427 at 0x1E99982F810>,images/Images\n02106166-Border_collie\n02106166_884.jpg,500,479,70,380,50,477
n02106166_90,border_collie,<PIL.Image.Image image mode=RGB size=254x309 at 0x1E9DA356E10>,images/Images\n02106166-Border_collie\n02106166_90.jpg,500,333,186,440,22,331
n02106166_913,border_collie,<PIL.Image.Image image mode=RGB size=269x237 at 0x1E9BD8C7BD0>,images/Images\n02106166-Border_collie\n02106166_913.jpg,500,433,78,347,78,315
n02106166_924,border_collie,<PIL.Image.Image image mode=RGB size=232x272 at 0x1E9DA359990>,images/Images\n02106166-Border_collie\n02106166_924.jpg,375,500,26,258,188,460
n02106166_930,border_collie,<PIL.Image.Image image mode=RGB size=299x440 at 0x1E9DA359B90>,images/Images\n02106166-Border_collie\n02106166_930.jpg,332,500,0,299,58,498
n02106166_943,border_collie,<PIL.Image.Image image mode=RGB size=203x167 at 0x1E9DA359D90>,images/Images\n02106166-Border_collie\n02106166_943.jpg,220,168,1,204,0,167
n02106166_950,border_collie,<PIL.Image.Image image mode=RGB size=157x180 at 0x1E9DA359FD0>,images/Images\n02106166-Border_collie\n02106166_950.jpg,275,276,42,199,32,212
n02106382_1000,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=328x363 at 0x1E9DA357FD0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1000.jpg,500,375,111,439,10,373
n02106382_1005,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=172x173 at 0x1E9BD7F2390>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1005.jpg,197,177,0,172,0,173
n02106382_1016,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=122x244 at 0x1E9BD8E27D0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1016.jpg,219,321,44,166,28,272
n02106382_1036,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=92x137 at 0x1E99B35A090>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1036.jpg,183,278,19,111,115,252
n02106382_1048,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=177x270 at 0x1E9BD890350>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1048.jpg,332,500,27,204,192,462
n02106382_108,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=94x152 at 0x1E9BD861C50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_108.jpg,263,225,45,139,60,212
n02106382_112,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=198x282 at 0x1E99B396410>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_112.jpg,200,300,0,198,16,298
n02106382_1123,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=183x176 at 0x1E9BD881490>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1123.jpg,300,200,67,250,15,191
n02106382_1131,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=389x325 at 0x1E9BD85BF10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1131.jpg,400,363,2,391,6,331
n02106382_1151,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=297x373 at 0x1E9BD842C10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1151.jpg,500,375,177,474,1,374
n02106382_117,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=285x360 at 0x1E9BD8E2E10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_117.jpg,316,382,30,315,21,381
n02106382_1173,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=226x170 at 0x1E9BD8E21D0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1173.jpg,250,207,11,237,24,194
n02106382_1229,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=204x303 at 0x1E9BD861A50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1229.jpg,241,339,0,204,35,338
n02106382_1311,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=373x359 at 0x1E9BD8E3A10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1311.jpg,375,500,0,373,88,447
n02106382_1316,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=1290x919 at 0x1E9BD893A90>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1316.jpg,1797,1371,44,1334,270,1189
n02106382_1365,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=349x343 at 0x1E9DA35A190>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1365.jpg,500,370,47,396,12,355
n02106382_1381,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=410x321 at 0x1E9DA35AB10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1381.jpg,500,370,55,465,12,333
n02106382_1399,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=123x142 at 0x1E9DA35BED0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1399.jpg,150,165,12,135,8,150
n02106382_1440,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=433x255 at 0x1E9BD8E2C10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1440.jpg,442,360,0,433,59,314
n02106382_1452,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=161x292 at 0x1E9DA36C950>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1452.jpg,500,375,97,258,20,312
n02106382_1454,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=160x173 at 0x1E9BD80BA50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1454.jpg,190,190,20,180,8,181
n02106382_1470,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=322x271 at 0x1E9BD8E3010>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1470.jpg,397,300,32,354,22,293
n02106382_1486,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=166x174 at 0x1E9BD85A8D0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1486.jpg,183,196,12,178,21,195
n02106382_152,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=299x223 at 0x1E99B39B650>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_152.jpg,300,225,0,299,1,224
n02106382_154,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=105x182 at 0x1E9DA359090>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_154.jpg,528,454,194,299,152,334
n02106382_1598,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=167x149 at 0x1E9BD893910>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1598.jpg,250,376,33,200,198,347
n02106382_1623,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=108x248 at 0x1E9BD883BD0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1623.jpg,205,264,45,153,14,262
n02106382_1633,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=180x163 at 0x1E9DA36D950>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1633.jpg,200,175,10,190,8,171
n02106382_1648,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=174x145 at 0x1E9BD87BFD0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1648.jpg,272,207,73,247,27,172
n02106382_1673,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=1051x1161 at 0x1E9BD8938D0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1673.jpg,1317,1297,71,1122,132,1293
n02106382_1700,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=76x62 at 0x1E9DA35BDD0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1700.jpg,190,143,60,136,48,110
n02106382_1731,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=155x260 at 0x1E9DA36E150>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1731.jpg,275,408,117,272,144,404
n02106382_1736,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=183x152 at 0x1E99982C810>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1736.jpg,250,241,30,213,52,204
n02106382_1787,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=263x191 at 0x1E9997A4A10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1787.jpg,448,299,181,444,45,236
n02106382_1800,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=341x325 at 0x1E9BD8ACC10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1800.jpg,350,343,3,344,0,325
n02106382_1806,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=235x176 at 0x1E9997A4E10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1806.jpg,500,333,119,354,156,332
n02106382_1828,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=152x123 at 0x1E9BD8D5050>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1828.jpg,180,250,20,172,26,149
n02106382_1861,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=392x314 at 0x1E9BD8D5250>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1861.jpg,640,480,129,521,97,411
n02106382_1893,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=244x269 at 0x1E9BD8AD410>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1893.jpg,300,300,40,284,15,284
n02106382_1925,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=154x173 at 0x1E99B395610>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1925.jpg,174,174,0,154,0,173
n02106382_1946,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=268x207 at 0x1E99976D810>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1946.jpg,300,262,9,277,33,240
n02106382_1963,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=584x423 at 0x1E9DA36F590>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_1963.jpg,640,494,43,627,64,487
n02106382_2012,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=1481x1328 at 0x1E99B395C10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2012.jpg,2240,1488,394,1875,59,1387
n02106382_2021,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=160x170 at 0x1E9BD8BEED0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2021.jpg,184,184,15,175,6,176
n02106382_2083,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=268x305 at 0x1E99B396010>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2083.jpg,454,340,95,363,34,339
n02106382_2087,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=295x305 at 0x1E9BD8AE210>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2087.jpg,320,306,9,304,0,305
n02106382_2105,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=179x404 at 0x1E9DA36FF90>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2105.jpg,283,455,57,236,11,415
n02106382_2195,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=508x477 at 0x1E9DA36DA10>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2195.jpg,563,512,1,509,33,510
n02106382_2305,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=220x182 at 0x1E9DA36FD50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2305.jpg,250,200,7,227,6,188
n02106382_2322,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=235x283 at 0x1E9DA370610>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2322.jpg,360,333,124,359,49,332
n02106382_2323,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=136x131 at 0x1E9DA36E410>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2323.jpg,200,156,35,171,16,147
n02106382_2343,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=201x165 at 0x1E99B2EEE50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2343.jpg,414,350,102,303,103,268
n02106382_2365,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=279x207 at 0x1E9BD837050>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2365.jpg,390,293,55,334,61,268
n02106382_2370,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=244x301 at 0x1E9BD8D7250>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2370.jpg,500,370,135,379,0,301
n02106382_2401,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=219x297 at 0x1E9BD89F450>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2401.jpg,350,315,61,280,15,312
n02106382_241,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=332x246 at 0x1E9BD86F650>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_241.jpg,342,260,0,332,6,252
n02106382_2417,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=393x319 at 0x1E9DA36EA50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2417.jpg,400,324,6,399,4,323
n02106382_2456,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=201x290 at 0x1E9BD8D7A50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2456.jpg,275,350,46,247,27,317
n02106382_2502,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=147x146 at 0x1E9BD81FC50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2502.jpg,200,300,30,177,109,255
n02106382_2529,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=130x129 at 0x1E9DA3719D0>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2529.jpg,240,320,27,157,157,286
n02106382_2533,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=102x152 at 0x1E9BD89FF50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2533.jpg,140,175,19,121,16,168
n02106382_2535,bouvier_des_flandres,<PIL.Image.Image image mode=RGB size=430x278 at 0x1E9BD8DEF50>,images/Images\n02106382-Bouvier_des_Flandres\n02106382_2535.jpg,510,414,26,456,86,364
